date	Correct	Wrong	Benign	Mal	New_fam_cnt	New_fam	Unique_fam
2013-01	59	41	56	44	5	tascudap,smsagent,gedma,stoqx	benign,gappusin,adware,plankton,smsagent,fakeplayer,jsmshider,airpush,exploit,kuguo,stoqx,fjcon,fakeinst,smssend,fujacks,opfake,gedma,wooboo,tascudap
2013-02	66	34	8	92	0		domob,mmarketpay,adware,zitmo,smsagent,smssend,benign,ganlet,plankton,smsreg,gappusin,airpush,exploit,utchi,fakeinst,cellagent,opfake,jsmshider
2013-03	69	31	31	69	2	skplanet,cardserv	smsreg,benign,adwo,smskey,leadbolt,adware,youmi,spybubble,airpush,cardserv,exploit,smssend,jsmshider,fakeinst,gappusin,smsagent,skplanet,nandrobox,domob,kuguo
2013-04	87	13	11	89	7	perkel,smsir,uuserv,helos,revmob,badnews,dianjin	fakeinst,ksapp,ginmaster,airpush,uuserv,benign,dowgin,anforen,dianjin,kuguo,smssend,youmi,faketimer,cardserv,spybubble,adware,plankton,smsreg,smsagent,unknown,leadbolt,kyview,exploit,helos,badnews,revmob,opfake,smsir,fakeplayer,perkel,smskey
2013-05	81	19	10	90	3	dianle,smforw,igexin	exploit,kuguo,benign,airpush,zitmo,domob,gappusin,smsagent,ganlet,adware,dianle,unknown,igexin,smssend,plankton,smsreg,fakeinst,smforw,leadbolt
2013-06	93	7	5	95	1	oveead	airpush,domob,fakeinst,zitmo,benign,smssend,spybubble,smsreg,fakeangry,adware,kuguo,leadbolt,oveead,opfake
2013-07	85	15	28	72	6	reptilicus,spyware,boqx,umpay,vidro,minimob	benign,smsagent,boqx,adware,kuguo,unknown,smsreg,spyware,smssend,airpush,fakeinst,gappusin,exploit,domob,dianle,kyview,smforw,umpay,reptilicus,vidro,mobiletx,plankton,geinimi,minimob
2013-08	81	19	18	82	6	badok,wateh,qplus,mseg,vietsms,juzi	plankton,benign,wateh,ksapp,adware,smsagent,gappusin,domob,smsreg,fakeinst,kuguo,airpush,opfake,dowgin,kyview,smssend,qplus,vietsms,juzi,mseg,badok,boqx,revmob,perkel
2013-09	89	11	14	86	3	svpeng,clicks,gumen	airpush,boqx,benign,youmi,fakeinst,adware,gappusin,smsagent,fakeangry,smsreg,clicks,kuguo,svpeng,exploit,nandrobox,smssend,gumen,opfake
2013-10	91	9	7	93	2	wroba,skymobi	adware,airpush,mseg,benign,wroba,dowgin,smsreg,smssend,kuguo,fakeplayer,smsagent,fakeinst,youmi,unknown,smskey,svpeng,utchi,revmob,nandrobox,boqx,skymobi
2013-11	90	10	14	86	1	infosteal	adware,gumen,dowgin,ginmaster,clicks,benign,kuguo,opfake,boqx,smsagent,smssend,fakeinst,mseg,ksapp,vidro,gappusin,airpush,infosteal,youmi,utchi,unknown,leadbolt
2013-12	93	7	7	93	1	pushad	fakeinst,smssend,adware,benign,dowgin,airpush,smsreg,umpay,pushad,gappusin,kuguo,minimob,clicks,unknown,smsagent,youmi,utchi,appoffer,dianjin,opfake,cardserv
2014-01	85	15	9	91	1	cynos	ksapp,smsreg,fakeinst,airpush,adware,gappusin,appoffer,leadbolt,benign,smsagent,kuguo,dianle,youmi,unknown,mseg,droidkungfu,infosteal,exploit,utchi,cynos,dowgin,opfake
2014-02	95	5	12	88	1	zypush	opfake,dowgin,benign,adware,appoffer,kuguo,igexin,zypush,ginmaster,smsagent,fakeinst,adwo,smsreg,mseg,domob,airpush,clicks,utchi,dianle,fakeangry,youmi,gappusin
2014-03	91	9	18	82	4	packed,cova,admogo	airpush,adware,dowgin,opfake,benign,umpay,leadbolt,infosteal,smsreg,smssend,smskey,fakeinst,kuguo,kyview,unknown,appoffer,youmi,gappusin,minimob,utchi,androrat,cova,mseg,packed,admogo
2014-04	89	11	17	83	7	cimsci,systemmonitor,helir	fakeinst,adware,smssend,skymobi,benign,youmi,smsagent,smsreg,airpush,smforw,exploit,systemmonitor,dnotua,spyware,helir,boqx,utchi,nandrobox,opfake,cimsci,umpay,gappusin,smskey,kuguo
2014-05	91	9	23	77	4	aiplay,qysly,pandaad	adwo,smsreg,smsagent,benign,smssend,gappusin,fakeinst,qysly,youmi,opfake,adware,igexin,leadbolt,domob,airpush,utchi,smsthief,systemmonitor,fakeangry,kyview,aiplay,exploit,hipposms,pandaad,clicks
2014-06	86	14	28	72	7	alycunis,dials,kimia,commplat,gidix	benign,smsreg,umpay,dianle,kimia,adware,leadbolt,smforw,infosteal,gidix,smsagent,fakeinst,exploit,unknown,gappusin,kuguo,systemmonitor,smssend,airpush,packed,youmi,dowgin,mseg,utchi,opfake,aiplay,dials,commplat,alycunis,fakeangry
2014-07	92	8	19	81	3	zdtad,feejar,systush	benign,youmi,smsreg,airpush,kimia,smssend,adware,umpay,gidix,smsagent,rooter,dowgin,appoffer,skymobi,igexin,unknown,utchi,domob,systush,minimob,feejar,dials,systemmonitor,fakeinst,adwo,zdtad
2014-08	87	13	29	71	10	joye,wqmobile,kingroot,tekwon,finspy,gamecheater	benign,skymobi,youmi,fakeinst,dowgin,gappusin,packed,zitmo,boqx,gidix,tekwon,airpush,adware,finspy,smsreg,kingroot,joye,igexin,cimsci,smssend,commplat,feejar,kuguo,systemmonitor,opfake,wqmobile,qysly,cynos,gamecheater,exploit,adwo,zdtad
2014-09	95	5	12	88	5	smscmd,nqshield,adend,smsspy,xinyinhe	smsreg,tekwon,infosteal,nqshield,smforw,smssend,benign,gidix,smscmd,domob,xinyinhe,exploit,skymobi,kyview,minimob,adend,smsagent,fakeinst,dowgin,systemmonitor,adware,utchi,fakeangry,gappusin,packed,feejar,kuguo,airpush,gamecheater,adwo,smsspy
2014-10	74	26	39	61	3	battpatch,secapk	skymobi,smsagent,adware,systemmonitor,tekwon,smsreg,benign,secapk,spyware,airpush,exploit,smforw,fakeinst,dowgin,youmi,execdownload,smssend,nqshield,utchi,domob,battpatch,kyview,feejar,minimob,gappusin,mseg,adwo
2014-11	96	4	26	74	4	torec,linux	benign,smsreg,fakeinst,dowgin,torec,spyware,smscmd,infosteal,wroba,linux,packed,exploit,gappusin,clicks,skymobi,smforw,adware,execdownload,admogo,utchi,airpush,feejar,kuguo
2014-12	97	3	12	88	3	smsbot,sms	smsreg,minimob,airpush,appoffer,sms,secapk,skymobi,tekwon,youmi,benign,unknown,dowgin,adware,nqshield,qysly,smsagent,umpay,fakeinst,smsbot,adwo,execdownload,utchi,kuguo
2015-01	94	6	11	89	8	moplus,mobisec,mobtes,hyspu,douwan,kemoge	benign,hyspu,smsreg,youmi,mobtes,kemoge,torec,commplat,execdownload,dowgin,adware,moplus,unknown,smssend,exploit,igexin,skymobi,secapk,oveead,gappusin,douwan,systemmonitor,utchi,mobisec,packed,kyview,feejar,kuguo,wroba,domob,airpush
2015-02	88	12	22	78	3	smspay,mgyun,triada	smsreg,dowgin,mobtes,secapk,benign,torec,infosteal,execdownload,opfake,triada,smssend,kuguo,exploit,skymobi,youmi,airpush,adware,umpay,tekwon,admogo,gappusin,adwo,fakeinst,systemmonitor,mgyun,mobisec,packed,domob,smscmd,smspay
2015-03	94	6	13	87	5	dingwe,ramnit,apptrack,drosel,virus	smsreg,skymobi,secapk,packed,execdownload,domob,benign,tekwon,adware,virus,apptrack,drosel,igexin,fakeinst,gappusin,exploit,dingwe,airpush,kuguo,douwan,unknown,ramnit,youmi,windows,admogo,smscmd,dowgin
2015-04	92	8	26	74	2	boogr,bips	smsreg,benign,adware,skymobi,secapk,tekwon,airpush,unknown,bips,infosteal,drosel,smssend,fakeinst,boogr,exploit,youmi,feejar,domob,gappusin,smspay,execdownload,xinyinhe,dials
2015-05	91	9	22	78	5	wapron,joynow,nineap,fogod,reaper	packed,secapk,smsreg,smssend,nineap,exploit,admogo,minimob,benign,adware,joynow,skymobi,smsthief,systemmonitor,reaper,execdownload,mgyun,smsagent,youmi,feejar,xinyinhe,unknown,nqshield,gappusin,qysly,wapron,airpush,domob,fogod
2015-06	95	5	8	92	1	smaps	smsagent,smsreg,infosteal,smssend,adware,benign,smaps,secapk,skymobi,execdownload,airpush,apptrack,systemmonitor,douwan,domob,mgyun
2015-07	95	5	23	77	1	server	adware,smsreg,smspay,benign,unknown,opfake,smssend,execdownload,appoffer,fakeinst,airpush,skymobi,smforw,oveead,zdtad,utchi,smsthief,smsbot,server
2015-08	98	2	14	86	9	yeahmobi,cyfin,ztorg,rootnik,celular,kalfere,shedun	smssend,skymobi,smsagent,execdownload,yeahmobi,infosteal,sms,opfake,torec,benign,smsreg,umpay,adware,exploit,minimob,ztorg,airpush,shedun,fakeinst,smforw,qysly,oveead,domob,smaps,rootnik,kuguo,linux,unknown,celular,cyfin,kalfere
2015-09	97	3	11	89	1	acecard	smssend,infosteal,smsagent,execdownload,opfake,acecard,torec,apptrack,dnotua,smsspy,benign,adware,minimob,smspay,smsreg,youmi,skymobi,fakeinst,systemmonitor,airpush,server,unknown,dowgin,smforw,rootnik
2015-10	100	0	6	94	4	sprovider,gorpo,leech,autoins	benign,umpay,opfake,infosteal,torec,smssend,execdownload,smsreg,leech,linux,triada,smspay,skymobi,fakeinst,autoins,sprovider,rootnik,gorpo,unknown
2015-11	96	4	28	72	14	ransomware,uupay,lockscreen,fusob	infosteal,uupay,benign,smssend,boogr,ransomware,unknown,execdownload,smsreg,adware,fusob,triada,dnotua,dowgin,rootnik,clicks,lockscreen,server,skymobi,linux
2015-12	96	4	32	68	3	uten,levida,norex	infosteal,smsspy,benign,unknown,gappusin,triada,minimob,admogo,execdownload,ztorg,adware,server,igexin,acecard,smsreg,norex,fakeinst,tekwon,levida,secapk,uten,exploit,systemmonitor,skymobi,apptrack,sprovider,fakeapp,linux,autoins
2016-01	92	8	17	83	9	krysanec,hiddad,adflex,webapp,syringe,vnapstore,guerrilla	smssend,unknown,benign,ztorg,smspay,triada,execdownload,hiddad,apptrack,syringe,smsreg,adflex,dianle,admogo,feejar,airpush,drosel,gappusin,fakeinst,vnapstore,youmi,autoins,exploit,secapk,webapp,tekwon,systemmonitor,dowgin,yeahmobi,guerrilla,adware,krysanec
2016-02	93	7	23	77	2	baiduprotect,ewind	smsreg,benign,infosteal,smscmd,smssend,triada,skymobi,gappusin,leech,tekwon,execdownload,apptrack,ewind,ztorg,unknown,kuguo,dowgin,minimob,kyview,secapk,adware,feejar,oveead,uupay,smspay,clicks,systemmonitor,baiduprotect
2016-03	96	4	12	88	1	binka	minimob,infosteal,ztorg,benign,smssend,adware,triada,smspay,execdownload,unknown,secapk,smsreg,binka
2016-04	88	12	25	75	2	tencentprotect,nativead	server,infosteal,mobisec,benign,smssend,fakeapp,apptrack,rooter,tekwon,smforw,tencentprotect,fakeinst,nativead,execdownload,kyview,tool,unknown,adware,rootnik,kuguo,lockscreen,smsreg,secapk,drosel,packed,vnapstore,minimob,smsthief,dowgin,gappusin,gorpo,spyware
2016-05	90	10	39	61	5	small,sacto,gidby,pornvideo	drosel,infosteal,benign,smsthief,execdownload,unknown,adware,small,sms,sacto,gappusin,smsagent,packed,gorpo,rootnik,smsreg,pornvideo,triada,gidby,kuguo,windows,ztorg,leadbolt,secapk,apptrack,youmi
2016-06	96	4	13	87	3	axent	benign,packed,adware,smssend,systemmonitor,rooter,svpeng,virus,unknown,smsreg,exploit,spyware,clicks,tekwon,pornvideo,linux,axent
2016-07	95	5	25	75	3	vpsdrop,loodos,hypay	smsreg,fakeapp,hiddad,ztorg,ewind,benign,smspay,rooter,youmi,hypay,rootnik,spyware,oveead,clicks,triada,lockscreen,adware,tekwon,packed,unknown,linux,ramnit,kuguo,vpsdrop,airpush,loodos,fakeinst,infosteal
2016-08	89	11	19	81	6	coinge,batmobi,anlost,hiddapp	benign,ztorg,rootnik,boqx,hypay,smspay,adware,apptrack,skymobi,anlost,clicks,batmobi,secapk,execdownload,smsreg,packed,hiddapp,triada,hiddad,smsthief,unknown,coinge,smssend,kuguo,drosel
2016-09	99	1	5	95	1	secneo	execdownload,rootnik,infosteal,benign,adware,smsspy,hiddad,secneo,clicks,coinge,minimob,batmobi
2016-10	92	8	41	59	3	appad,avpass	rootnik,benign,umpay,smspay,gappusin,unknown,autoins,batmobi,execdownload,ztorg,apptrack,dnotua,virus,appad,avpass,infosteal,smsreg,hiddad,smssend,nineap,airpush,sprovider,smsthief,adware,wroba
2016-11	93	7	31	69	4	hiddenads,mobextra,roversa,duad	benign,yeahmobi,smsreg,smssend,ztorg,execdownload,clicks,secapk,triada,roversa,batmobi,adware,systemmonitor,dianle,spyware,mobextra,avpass,apptrack,ewind,dowgin,hiddenads,fakeapp,kuguo,sprovider,vnapstore,infosteal,tool,duad,smsthief,gappusin,rootnik,skymobi
2016-12	94	6	18	82	4	hidden,xynyin	adware,hidden,xynyin,benign,virus,smssend,clicks,rooter,execdownload,tencentprotect,systemmonitor,cynos,skymobi,hiddad,exploit,smsreg,unknown,infosteal,smsthief,triada,linux,dnotua,hypay,ewind,sprovider,spyware
2017-01	93	7	16	84	3	hiddenapp,oimobi,congur	domob,skymobi,secapk,umpay,apptrack,baiduprotect,ginmaster,execdownload,smsthief,syringe,packed,oimobi,benign,smsreg,ztorg,tekwon,adware,unknown,hiddad,gappusin,dnotua,utchi,roversa,systemmonitor,kuguo,clicks,ewind,wroba,hiddenapp,sprovider,tool,rooter,congur,hiddenads,autoins
2017-02	93	7	17	83	1	gmobi	benign,skymobi,packed,ginmaster,execdownload,syringe,smsreg,tool,clicks,adware,hiddad,ewind,systemmonitor,apptrack,cyfin,adend,dnotua,sprovider,airpush,youmi,infosteal,fakeinst,gappusin,secapk,smskey,gmobi,smsthief
2017-03	94	6	16	84	3	xafekopy,tispy,mobidash	packed,skymobi,benign,wapron,qysly,hiddad,hiddenads,adware,triada,dnotua,apptrack,smsreg,execdownload,unknown,clicks,spyware,xafekopy,hiddenapp,tispy,dingwe,smssend,infosteal,fakeapp,smskey,mobidash,smsthief,airpush,smspay,ewind,sprovider
2017-04	94	6	57	43	1	subspod	apptrack,benign,execdownload,sprovider,adware,qysly,hypay,hiddad,subspod,spyware,youmi,systemmonitor,ginmaster,unknown,infosteal,ztorg,mobidash,kuguo,windows,syringe,gappusin,exploit,cimsci,packed
2017-05	95	5	44	56	2	ransomkd,silentinstaller	execdownload,hiddad,sprovider,smsspy,hiddenads,packed,adware,spyware,benign,infosteal,ewind,small,smsreg,autoins,unknown,silentinstaller,triada,kyview,ransomware,bips,clicks,wapron,mobidash,ransomkd,apptrack,systemmonitor
2017-06	95	5	40	60	2	frupi,sandr	sprovider,packed,benign,adware,hiddad,ramnit,smsreg,smsagent,secneo,gappusin,smsspy,unknown,dowgin,youmi,infosteal,triada,kyview,frupi,windows,execdownload,sandr,tekwon,skymobi,pornvideo
2017-07	92	8	18	82	2	masspr,lardlond	kyview,rootnik,smsreg,masspr,benign,guerrilla,hiddenapp,smsspy,execdownload,smsagent,skymobi,dnotua,smspay,hiddad,adware,spyware,qysly,kuguo,virus,mobidash,exploit,triada,lardlond
2017-08	99	1	2	98	1	ratker	benign,adware,lardlond,execdownload,ewind,ratker,sprovider,smsreg,smspay
2017-09	92	8	22	78	2	mobby	execdownload,adware,mobby,packed,benign,sprovider,smsreg,ewind,infosteal,smssend,secneo,gappusin,kyview,triada,shedun,hypay
2017-10	96	4	28	72	0		execdownload,smsreg,adware,lockscreen,cyfin,benign,youmi,guerrilla,dowgin,boogr,ginmaster,shedun,tool,triada
2017-11	90	10	46	54	3	miner,styricka,spynote	gappusin,benign,cynos,sprovider,miner,ewind,smsreg,guerrilla,adwo,linux,execdownload,spynote,wapron,infosteal,styricka,unknown,secapk,tencentprotect,rooter,smspay,hiddad,clicks,adware
2017-12	84	16	46	54	9	lezok,egame,loki,hqwar	benign,hqwar,smsreg,secapk,gappusin,smssend,skymobi,ewind,execdownload,lezok,adware,spyware,spynote,wapron,egame,loki,virus,infosteal,autoins,mobidash,packed,tool,youmi
2018-01	97	3	31	69	1	faketoken	benign,smspay,adware,smssend,smsreg,faketoken,wapron,packed,execdownload,commplat,autoins,smsspy,tool
2018-02	95	5	44	56	0		adware,hqwar,benign,smspay,smsreg,smssend,execdownload,syringe,windows,styricka,wapron,youmi,smsbot,infosteal,unknown,dowgin,packed,admogo,domob,rootnik,hiddad,dnotua,triada
2018-03	98	2	8	92	0		benign,tool,smsreg,smssend,wapron
2018-04	89	11	70	30	1	piom	smsreg,benign,hiddad,adware,packed,secapk,execdownload,wapron,lezok,gappusin,smspay,piom,autoins
2018-05	93	7	47	53	2	qumi,blacklister	adware,smssend,benign,execdownload,smspay,smsreg,qumi,triada,dingwe,infosteal,dnotua,blacklister
2018-06	96	4	36	64	2	belesak,robtes	umpay,benign,smforw,mobtes,smssend,fakeinst,infosteal,hqwar,robtes,belesak,unknown,execdownload,clicks,smsreg,ramnit,server,spyware,adware,exploit,packed,dowgin,airpush,wapron
2018-07	91	9	40	60	2	elite,gamclk	benign,youmi,igexin,unknown,adware,svpeng,smsreg,fakeinst,secapk,gamclk,dnotua,wapron,kyview,elite,syringe,smspay,skymobi,execdownload
2018-08	86	14	79	21	1	jswebinject	smsreg,benign,hiddad,adware,jswebinject,infosteal,guerrilla,execdownload,dnotua,dowgin,secneo,youmi
2018-09	85	15	29	71	2	mixi	smspay,dnotua,smsreg,smsspy,benign,guerrilla,execdownload,packed,mixi,hiddad,virus,wapron,unknown,ewind,tool
2018-10	93	7	43	57	0		smspay,dnotua,virus,benign,smsspy,execdownload,packed,umpay,tool,unknown,mixi,gamclk,wapron,smsreg
2018-11	93	7	48	52	0		benign,dowgin,adware,styricka,dnotua,smsreg,virus,unknown,gamclk,wapron,gappusin,youmi,infosteal
